"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"PAEH","EHM","Cape Newenham Lrrs Airport","Cape Newenham","Alaska","US","531","58.64815","-162.0638","America/Anchorage","EHM"
"PAEI","EIL","Eielson Afb Airport","Fairbanks","Alaska","US","547.5","64.66564","-147.10144","America/Anchorage","EIL"
"PAEM","EMK","Emmonak Airport","Emmonak","Alaska","US","16.2","62.78614","-164.49075","America/Anchorage","ENM"
"PAEN","ENA","Kenai Municipal Airport","Kenai","Alaska","US","99.6","60.57328","-151.24483","America/Anchorage","ENA"
"PAEW","WWT","Mertarvik Airport","Mertarvik","Alaska","US","345.5","60.8","-164.5","America/Nome","EWU"
"PAFA","FAI","Fairbanks International Airport","Fairbanks","Alaska","US","439","64.81536","-147.85667","America/Anchorage","FAI"
"PAFB","FBK","Ladd Army Air Field","Fairbanks/Ft Wainwright","Alaska","US","448.6","64.83761","-147.61449","America/Anchorage","FBK"
"PAFM","ABL","Ambler Airport","Ambler","Alaska","US","292.6","67.1062","-157.85716","America/Anchorage","AFM"
"PAFR","FRN","Bryant Army Air Field","Fort Richardson (Anchorage)","Alaska","US","386.8","61.2659","-149.6533","America/Anchorage","FRN"
"PAFS","NIB","Nikolai Airport","Nikolai","Alaska","US","447.3","63.01856","-154.35844","America/Anchorage","FSP"
"PAGA","GAL","Edward G Pitka Sr Airport","Galena","Alaska","US","153.7","64.73619","-156.93456","America/Anchorage","GAL"
"PAGB","GBH","Galbraith Lake Airport","Galbraith Lake","Alaska","US","2662.7","68.47967","-149.48991","America/Anchorage","GBH"
"PAGG","KWK","Kwigillingok Airport","Kwigillingok","Alaska","US","21.4","59.87569","-163.16809","America/Anchorage","GGV"
"PAGH","SHG","Shungnak Airport","Shungnak","Alaska","US","205","66.88808","-157.16241","America/Anchorage","SHG"
"PAGK","GKN","Gulkana Airport","Gulkana","Alaska","US","1586.1","62.15433","-145.45529","America/Anchorage","GKN"
"PAGL","GLV","Golovin Airport","Golovin","Alaska","US","64.6","64.55046","-163.00717","America/Anchorage","GLV"
"PAGM","GAM","Gambell Airport","Gambell","Alaska","US","29.5","63.76662","-171.73277","America/Anchorage","GAM"
"PAGQ","BGQ","Big Lake Airport","Big Lake","Alaska","US","162.4","61.53468","-149.81255","America/Anchorage","BGQ"
"PAGS","GST","Gustavus Airport","Gustavus","Alaska","US","36.3","58.42528","-135.70741","America/Anchorage","GST"
"PAGT","NME","Nightmute Airport","Nightmute","Alaska","US","7.1","60.46917","-164.70404","America/Anchorage","IGT"
"PAGX","KGX","Grayling Airport","Grayling","Alaska","US","137.5","62.89209","-160.0664","America/Anchorage","KGX"
"PAGY","SGY","Skagway Airport","Skagway","Alaska","US","44","59.4602","-135.31686","America/Anchorage","SGY"
"PAGZ","GMT","Granite Mountain Air Station","Granite Mountain","Alaska","US","1313","65.4","-161.3","America/Anchorage","GSZ"
"PAHC","HCR","Holy Cross Airport","Holy Cross","Alaska","US","74.5","62.18831","-159.77493","America/Anchorage","HCA"
"PAHL","HSL","Huslia Airport","Huslia","Alaska","US","219.7","65.69786","-156.3514","America/Anchorage","HLA"
"PAHN","HNS","Haines Airport","Haines","Alaska","US","15.3","59.24383","-135.52354","America/Anchorage","HNS"
"PAHO","HOM","Homer Airport","Homer","Alaska","US","84.3","59.64499","-151.48581","America/Anchorage","HOM"
"PAHP","HPB","Hooper Bay Airport","Hooper Bay","Alaska","US","19.5","61.52387","-166.14662","America/Anchorage","HPB"
"PAHU","HUS","Hughes Airport","Hughes","Alaska","US","298.6","66.03908","-154.2647","America/Anchorage","HUS"
"PAHX","SHX","Shageluk Airport","Shageluk","Alaska","US","78.6","62.69231","-159.56921","America/Anchorage","SHX"
"PAIG","IGG","Igiugig Airport","Igiugig","Alaska","US","90.4","59.32404","-155.90176","America/Anchorage","IGG"
"PAII","EGX","Egegik Airport","Egegik","Alaska","US","92.3","58.18549","-157.37543","America/Anchorage","EII"
"PAIK","IAN","Bob Baker Memorial Airport","Kiana","Alaska","US","178.7","66.97618","-160.4386","America/Anchorage","IAN"
"PAIL","ILI","Iliamna Airport","Iliamna","Alaska","US","192.4","59.75558","-154.91776","America/Anchorage","ILI"
"PAIM","UTO","Indian Mountain Lrrs Airport","Utopia Creek","Alaska","US","1261","65.99277","-153.70349","America/Anchorage","UTO"
"PAIN","MCL","Mc Kinley Ntl Park Airport","Mckinley Park","Alaska","US","1720","63.7326","-148.91064","America/Anchorage","INR"
"PAIW","WAA","Wales Airport","Wales","Alaska","US","25.8","65.62256","-168.09497","America/Anchorage","IWK"
"PAJC","KCG","Chignik Airport","Chignik","Alaska","US","18.3","56.31146","-158.37325","America/Anchorage","AJC"
"PAJN","JNU","Juneau International Airport","Juneau","Alaska","US","25.3","58.35471","-134.57848","America/Anchorage","JNU"
"PAJZ","KGK","Koliganek Airport","Koliganek","Alaska","US","271.8","59.72675","-157.26025","America/Anchorage","JZZ"
"PAKA","TEK","Tatitlek Airport","Tatitlek","Alaska","US","61.9","60.87239","-146.69118","America/Anchorage","7KA"
"PAKD","KDK","Kodiak Municipal Airport","Kodiak","Alaska","US","139","57.80592","-152.37384","America/Anchorage","KDK"
"PAKF","KFP","False Pass Airport","False Pass","Alaska","US","18.3","54.84786","-163.4071","America/Anchorage","KFP"
"PAKH","AKK","Akhiok Airport","Akhiok","Alaska","US","44.4","56.93869","-154.18256","America/Anchorage","AKK"
"PAKI","KPN","Kipnuk Airport","Kipnuk","Alaska","US","19.5","59.93161","-164.0281","America/Anchorage","IIK"
"PAKK","KKA","Koyuk Alfred Adams Airport","Koyuk","Alaska","US","161.5","64.93953","-161.15428","America/Anchorage","KKA"
"PAKL","LKK","Kulik Lake Airport","Kulik Lake","Alaska","US","717","58.96501","-155.09561","America/Anchorage","LKK"
"PAKN","AKN","King Salmon Airport","King Salmon","Alaska","US","73.4","58.67649","-156.6487","America/Anchorage","AKN"
"PAKO","IKO","Nikolski Air Station","Nikolski","Alaska","US","76.6","52.9","-168.8","America/Adak","IKO"
"PAKP","AKP","Anaktuvuk Pass Airport","Anaktuvuk Pass","Alaska","US","2106.3","68.13361","-151.74333","America/Anchorage","AKP"
"PAKT","KTN","Ketchikan International Airport","Ketchikan","Alaska","US","92.4","55.35408","-131.71123","America/Anchorage","KTN"
"PAKU","UUK","Ugnu-Kuparuk Airport","Kuparuk","Alaska","US","75","70.33067","-149.59805","America/Anchorage","UBW"
"PAKV","KAL","Kaltag Airport","Kaltag","Alaska","US","181.1","64.31898","-158.7413","America/Anchorage","KAL"
"PAKW","KLW","Klawock Airport","Klawock","Alaska","US","79.7","55.57922","-133.076","America/Anchorage","AKW"
"PAKY","KYK","Karluk Airport","Karluk","Alaska","US","141.9","57.56606","-154.45381","America/Anchorage","KYK"
"PALB","KLN","Larsen Bay Airport","Larsen Bay","Alaska","US","86.7","57.53508","-153.97667","America/Anchorage","2A3"
"PALG","KLG","Kalskag Airport","Kalskag","Alaska","US","63.3","61.53597","-160.34558","America/Anchorage","KLG"
"PALR","WCR","Chandalar Lake Airport","Chandalar Lake","Alaska","US","1920","67.50452","-148.48322","America/Anchorage","WCR"
"PALT","TLT","Tuluksak Airport","Tuluksak","Alaska","US","35.8","61.08773","-160.92336","America/Anchorage","TLT"
"PALU","LUR","Cape Lisburne Lrrs Airport","Cape Lisburne","Alaska","US","14","68.87513","-166.11108","America/Anchorage","LUR"
"PAMB","KMO","Manokotak Airport","Manokotak","Alaska","US","106.6","58.93206","-158.90189","America/Anchorage","MBA"
"PAMC","MCG","Mc Grath Airport","Mc Grath","Alaska","US","342.7","62.95278","-155.60706","America/Anchorage","MCG"
"PAMD","MDO","Middleton Island Airport","Middleton Island","Alaska","US","100.4","59.44994","-146.30724","America/Anchorage","MDO"
"PAMH","LMA","Minchumina Airport","Minchumina","Alaska","US","681.8","63.88597","-152.30183","America/Anchorage","MHM"
"PAMK","SMK","St Michael Airport","St Michael","Alaska","US","98.2","63.49006","-162.1104","America/Nome","SMK"
"PAML","MLY","Manley Hot Springs Airport","Manley Hot Springs","Alaska","US","275.3","64.98794","-150.64758","America/Anchorage","MLY"
"PAMO","MOU","Mountain Village Airport","Mountain Village","Alaska","US","339.1","62.09478","-163.68286","America/Anchorage","MOU"
"PAMR","MRI","Merrill Field","Anchorage","Alaska","US","143.1","61.2","-149.8","America/Anchorage","MRI"
"PAMX","MXY","Mccarthy Airport","Mccarthy","Alaska","US","1532.8","61.43782","-142.9025","America/Anchorage","15Z"
"PAMY","MYU","Mekoryuk Airport","Mekoryuk","Alaska","US","53.3","60.37239","-166.27019","America/Anchorage","MYU"
"PANA","WNA","Napakiak Airport","Napakiak","Alaska","US","16.9","60.69033","-161.9785","America/Anchorage","WNA"
"PANC","ANC","Ted Stevens Anchorage International Airport","Anchorage","Alaska","US","151.4","61.17408","-149.99814","America/Anchorage","ANC"
"PANI","ANI","Aniak Airport","Aniak","Alaska","US","96.8","61.58141","-159.5453","America/Anchorage","ANI"
"PANN","ENN","Nenana Municipal Airport","Nenana","Alaska","US","367.7","64.5473","-149.07393","America/Anchorage","ENN"
"PANO","NNL","Nondalton Airport","Nondalton","Alaska","US","314","59.98023","-154.83917","America/Anchorage","5NN"
"PANT","ANN","Annette Island Airport","Annette","Alaska","US","119","55.04229","-131.5709","America/Anchorage","ANN"
"PANU","NUL","Nulato Airport","Nulato","Alaska","US","405.9","64.72933","-158.07422","America/Anchorage","NUL"
"PANV","ANV","Anvik Airport","Anvik","Alaska","US","297.3","62.64733","-160.19006","America/Anchorage","ANV"
"PANW","KNW","New Stuyahok Airport","New Stuyahok","Alaska","US","370.7","59.45153","-157.37317","America/Anchorage","KNW"
"PAOB","OBU","Kobuk Airport","Kobuk","Alaska","US","142.2","66.91233","-156.89732","America/Anchorage","OBU"
"PAOC","PCA","Portage Creek Airport","Portage Creek","Alaska","US","129","58.90653","-157.71117","America/Anchorage","A14"
"PAOH","HNH","Hoonah Airport","Hoonah","Alaska","US","21.5","58.0962","-135.40875","America/Anchorage","HNH"
"PAOM","OME","Nome Airport","Nome","Alaska","US","40.6","64.51256","-165.4444","America/Anchorage","OME"
"PAOO","OOK","Toksook Bay Airport","Toksook Bay","Alaska","US","71","60.5","-165.1","America/Anchorage","OOK"
"PAOR","ORT","Northway Airport","Northway","Alaska","US","1720.1","62.96117","-141.92809","America/Anchorage","ORT"
"PAOT","OTZ","Ralph Wien Memorial Airport","Kotzebue","Alaska","US","15.4","66.88481","-162.59814","America/Anchorage","OTZ"
"PAOU","NLG","Nelson Lagoon Airport","Nelson Lagoon","Alaska","US","14","56.00754","-161.16037","America/Anchorage","OUL"
"PAPB","STG","St George Airport","St George","Alaska","US","127.9","56.57736","-169.66373","America/Anchorage","PBV"
"PAPC","KPC","Port Clarence Cgs Airport","Port Clarence","Alaska","US","10","65.25346","-166.85764","America/Nome","KPC"
"PAPE","KPV","Perryville Airport","Perryville","Alaska","US","29.9","55.90672","-159.16083","America/Anchorage","PEV"
"PAPG","PSG","Petersburg James A Johnson Airport","Petersburg","Alaska","US","113.2","56.80147","-132.94621","America/Juneau","PSG"
"PAPH","PTH","Port Heiden Airport","Port Heiden","Alaska","US","95.3","56.9591","-158.63336","America/Anchorage","PTH"
"PAPK","PKA","Napaskiak Airport","Napaskiak","Alaska","US","11.4","60.70291","-161.7783","America/Anchorage","PKA"
"PAPM","PTU","Platinum Airport","Platinum","Alaska","US","18","59.01783","-161.8272","America/Anchorage","PTU"
"PAPN","PIP","Pilot Point Airport","Pilot Point","Alaska","US","57","57.58038","-157.57196","America/Anchorage","PNP"
"PAPO","PHO","Point Hope Airport","Point Hope","Alaska","US","20.7","68.34877","-166.79926","America/Nome","PHO"
"PAPR","PPC","Prospect Creek Airport","Prospect Creek","Alaska","US","1094.7","66.81406","-150.64362","America/Anchorage","PPC"
"PAQH","KWN","Quinhagak Airport","Quinhagak","Alaska","US","43.2","59.75509","-161.84537","America/Anchorage","AQH"
"PAQT","NUI","Nuiqsut Airport","Nuiqsut","Alaska","US","45.4","70.20983","-151.00647","America/Anchorage","AQT"
"PARC","ARC","Arctic Village Airport","Arctic Village","Alaska","US","2092","68.11467","-145.57942","America/Anchorage","ARC"
"PARS","RSH","Russian Mission Airport","Russian Mission","Alaska","US","58.3","61.77489","-161.3194","America/Anchorage","RSH"
"PARY","RBY","Ruby Airport","Ruby","Alaska","US","657.5","64.72722","-155.4699","America/Anchorage","RBY"
"PASA","SVA","Savoonga Airport","Savoonga","Alaska","US","59","63.68628","-170.49316","America/Anchorage","SVA"
"PASC","SCC","Deadhorse Airport","Deadhorse","Alaska","US","67.4","70.19475","-148.46516","America/Anchorage","SCC"
"PASD","SDP","Sand Point Airport","Sand Point","Alaska","US","23.6","55.3137","-160.52142","America/Anchorage","SDP"
"PASH","SHH","Shishmaref Airport","Shishmaref","Alaska","US","13.9","66.24958","-166.08936","America/Anchorage","SHH"
"PASI","SIT","Sitka Rocky Gutierrez Airport","Sitka","Alaska","US","26.5","57.04683","-135.36107","America/Anchorage","SIT"
"PASK","WLK","Selawik Airport","Selawik","Alaska","US","17.1","66.60014","-159.98575","America/Anchorage","WLK"
"PASL","SLQ","Sleetmute Airport","Sleetmute","Alaska","US","191.6","61.70051","-157.16585","America/Anchorage","SLQ"
"PASM","KSM","St Mary's Airport","St Mary'S","Alaska","US","314.1","62.06083","-163.30183","America/Nome","KSM"
"PASN","SNP","St Paul Island Airport","St Paul Island","Alaska","US","66.4","57.16631","-170.22256","America/Adak","SNP"
"PASO","SOV","Seldovia Airport","Seldovia","Alaska","US","29","59.44391","-151.70505","America/Anchorage","SOV"
"PASP","SMU","Sheep Mountain Airport","Sheep Mountain","Alaska","US","2750","61.81128","-147.50905","America/Anchorage","SMU"
"PAST","UMM","Summit Airport","Summit","Alaska","US","2409","63.33104","-149.12885","America/Anchorage","UMM"
"PASV","SVW","Sparrevohn Lrrs Airport","Sparrevohn","Alaska","US","1565","61.09711","-155.57481","America/Anchorage","SVW"
"PASW","SKW","Skwentna Airport","Skwentna","Alaska","US","148","61.96611","-151.19539","America/Anchorage","SKW"
"PASX","SXQ","Soldotna Airport","Soldotna","Alaska","US","113.4","60.47514","-151.03964","America/Anchorage","SXQ"
"PASY","SYA","Eareckson Air Station","Shemya","Alaska","US","97.7","52.7","174.1","America/Adak","SYA"
"PATA","TAL","Ralph M Calhoun Memorial Airport","Tanana","Alaska","US","242.3","65.17439","-152.10811","America/Anchorage","TAL"
"PATC","TNC","Tin City Lrrs Airport","Tin City","Alaska","US","273","65.56403","-167.92245","America/Nome","TNC"
"PATE","TLA","Teller Airport","Teller","Alaska","US","298.5","65.24039","-166.33939","America/Anchorage","TER"
"PATG","TOG","Togiak Airport","Togiak Village","Alaska","US","18.6","59.1","-160.4","America/Anchorage","TOG"
"PATK","TKA","Talkeetna Airport","Talkeetna","Alaska","US","365","62.32137","-150.09271","America/Anchorage","TKA"
"PATL","TLJ","Tatalina Lrrs Airport","Takotna","Alaska","US","933","62.89492","-155.97801","America/Anchorage","TLJ"
"PATQ","ATK","Atqasuk Edward Burnell Sr Memorial Airport","Atqasuk","Alaska","US","101.3","70.46711","-157.43567","America/Anchorage","ATK"
"PAUK","AUK","Alakanuk Airport","Alakanuk","Alaska","US","21.7","62.68306","-164.72218","America/Anchorage","AUK"
"PAUM","UMT","Umiat Airport","Umiat","Alaska","US","267.6","69.37111","-152.13498","America/Anchorage","UMT"
"PAUN","UNK","Unalakleet Airport","Unalakleet","Alaska","US","27.3","63.8885","-160.7991","America/Anchorage","UNK"
"PAUO","WOW","Willow Airport","Willow","Alaska","US","215.3","61.75419","-150.05174","America/Anchorage","UUO"
"PAUT","KQA","Akutan Airport","Akutan","Alaska","US","129.3","54.14461","-165.60411","America/Nome","7AK"
"PAVA","VAK","Chevak Airport","Chevak","Alaska","US","60.7","61.54083","-165.60089","America/Anchorage","VAK"
"PAVC","KVC","King Cove Airport","King Cove","Alaska","US","148.9","55.11638","-162.26654","America/Anchorage","KVC"
"PAVD","VDZ","Valdez Pioneer Field","Valdez","Alaska","US","128","61.13422","-146.24477","America/Anchorage","VDZ"
"PAVE","VEE","Venetie Airport","Venetie","Alaska","US","574.1","67.00867","-146.36636","America/Anchorage","VEE"
"PAVL","KVL","Kivalina Airport","Kivalina","Alaska","US","18.4","67.73614","-164.5635","America/Anchorage","KVL"
"PAWB","WBQ","Beaver Airport","Beaver","Alaska","US","364.7","66.36222","-147.4065","America/Anchorage","WBQ"
"PAWD","SWD","Seward Airport","Seward","Alaska","US","27.7","60.12989","-149.41663","America/Anchorage","SWD"
"PAWG","WRG","Wrangell Airport","Wrangell","Alaska","US","44","56.48433","-132.36983","America/Anchorage","WRG"
"PAWI","AIN","Wainwright Airport","Wainwright","Alaska","US","45.1","70.638","-159.99475","America/Anchorage","AWI"
"PAWM","WMO","White Mountain Airport","White Mountain","Alaska","US","267.4","64.68919","-163.41275","America/Anchorage","WMO"
"PAWN","WTK","Noatak Airport","Noatak","Alaska","US","91.6","67.56117","-162.98042","America/Anchorage","WTK"
"PAWS","WWA","Wasilla Airport","Wasilla","Alaska","US","353.7","61.57199","-149.53957","America/Anchorage","IYS"
"PAYA","YAK","Yakutat Airport","Yakutat","Alaska","US","39.7","59.50332","-139.66026","America/Anchorage","YAK"
"PCIS","CIS","Canton Airport","Abariringa","Phoenix-Islands","KI","9","-2.76812","-171.71","Pacific/Enderbury",""
"PFAK","AKI","Akiak Airport","Akiak","Alaska","US","39.8","60.9029","-161.23058","America/Anchorage","AKI"
"PFAL","AET","Allakaket Airport","Allakaket","Alaska","US","441.1","66.55183","-152.62218","America/Anchorage","6A8"
"PFCB","NCN","Chenega Bay Airport","Chenega","Alaska","US","68.9","60.07856","-147.99474","America/Anchorage","C05"
"PFCL","CLP","Clarks Point Airport","Clarks Point","Alaska","US","79.6","58.83369","-158.52939","America/Anchorage","CLP"
"PFEL","ELI","Elim Airport","Elim","Alaska","US","161.5","64.61497","-162.27052","America/Anchorage","ELI"
"PFKA","KUK","Kasigluk Airport","Kasigluk","Alaska","US","47.9","60.87333","-162.5243","America/Anchorage","Z09"
"PFKK","KNK","Kokhanok Airport","Kokhanok","Alaska","US","114.7","59.43329","-154.8026","America/Anchorage","9K2"
"PFKO","KOT","Kotlik Airport","Kotlik","Alaska","US","13.6","63.03058","-163.53264","America/Anchorage","2A9"
"PFKT","KTS","Brevig Mission Airport","Brevig Mission","Alaska","US","38.1","65.33133","-166.46571","America/Anchorage","KTS"
"PFKU","KYU","Koyukuk Airport","Koyukuk","Alaska","US","148.9","64.87581","-157.73044","America/Anchorage","KYU"
"PFKW","KWT","Kwethluk Airport","Kwethluk","Alaska","US","25.3","60.79033","-161.4437","America/Anchorage","KWT"
"PFMP","RMP","Rampart Airport","Rampart","Alaska","US","306.7","65.5079","-150.14082","America/Anchorage","RMP"
"PFNO","ORV","Robert/Bob/Curtis Memorial Airport","Noorvik","Alaska","US","54.5","66.81753","-161.02225","America/Anchorage","D76"
"PFSH","SKK","Shaktoolik Airport","Shaktoolik","Alaska","US","24.4","64.37108","-161.22397","America/Anchorage","2C7"
"PFSV","SVS","Stevens Village Airport","Stevens Village","Alaska","US","328.3","66.01717","-149.05437","America/Anchorage","SVS"
"PFTO","TKJ","Tok Junction Airport","Tok","Alaska","US","1642.8","63.32951","-142.95367","America/Anchorage","6K8"
"PFWS","WSN","South Naknek Nr 2 Airport","South Naknek","Alaska","US","162.3","58.70208","-157.00258","America/Anchorage","WSN"
"PFYU","FYU","Fort Yukon Airport","Fort Yukon","Alaska","US","447.2","66.57242","-145.24632","America/Anchorage","FYU"
"PFZK","KKI","Akiachak Airport","Akiachak","Alaska","US","22.8","60.91381","-161.49333","America/Anchorage","Z13"
"PGRO","ROP","Benjamin Taisacan Manglona International Airport","Rota Island","","MP","606.3","14.17435","145.24112","Pacific/Saipan","GRO"
"PGSN","SPN","Francisco C Ada/Saipan International Airport","Saipan Island","","MP","214","15.12025","145.73","Pacific/Saipan","GSN"
"PGUA","UAM","Andersen Afb Airport","Yigo","","GU","617.4","13.58389","144.93005","Pacific/Guam","UAM"
"PGUM","GUM","Guam International Airport","Guam","","GU","305","13.5","144.8","Pacific/Guam","GUM"
